county,FIPS,Latitude,Longitude,JanTmp,JulTmp,JanSun,JulSun,Elevtn,#mcd,T,U,S,totalpop,p1,p2,p3
POSEY      1,8129,380166,87841,327,776,129,342,415,10,135.3205,133.4831,135.8985,26414,10429,4182,3750
PULASKI    1,8131,410414,86689,249,732,126,181,700,12,120.6613,119.0426,122.514,13258,3833,1459,1252
PUTNAM     1,8133,396528,86845,282,752,128,315,835,13,134.885,134.2338,135.8874,29163,10986,2584,2174
RANDOLPH   1,8135,401678,84988,264,731,125,325,1109,11,133.7507,130.3978,135.0829,29997,8421,5160,3916
RIPLEY     1,8137,391587,85224,316,756,126,299,790,11,126.6595,120.8912,130.076,24398,4357,3434,3385
RUSH       1,8139,396240,85468,289,750,125,321,750,12,131.2724,130.6945,131.8805,19604,8596,1988,1487
ST. JOSEPH 1,8141,416672,86240,240,723,121,324,773,13,169.4931,167.4313,169.631,241617,109694,56471,28147
SCOTT      1,8143,387088,85765,313,761,126,299,550,5,133.9595,129.0858,134.2667,20422,7689,7091,2605
SHELBY     1,8145,395353,85784,289,750,125,321,750,14,141.4015,140.8132,141.928,39887,17334,4565,2167
SPENCER    1,8147,380043,87023,341,782,129,342,394,9,127.0457,123.072,128.8202,19361,5068,3160,2981
STARKE     1,8149,412784,86650,232,728,126,181,658,9,130.0317,125.9689,131.3636,21997,6195,4587,2826
STEUBEN    1,8151,416421,85005,234,724,121,329,1067,12,132.7987,131.9645,133.8553,24694,9387,2352,2296
SULLIVAN   1,8153,391105,87392,309,774,129,342,514,9,130.3206,127.6176,131.4028,21107,6945,3988,2454
SWITZERLAN 1,8155,388102,85035,330,761,126,299,480,6,115.1668,112.8019,116.7443,7153,2487,1149,1039
TIPPECANOE 1,8157,404199,86887,260,736,128,315,599,13,159.6719,154.4259,159.7644,121702,44533,44267,12698
TIPTON     1,8159,403149,86045,276,755,125,321,855,6,131.1795,130.317,131.7303,16819,8374,2455,1697
UNION      1,8161,396268,84918,272,731,125,325,940,6,116.5395,114.2731,117.3245,6860,2754,1397,921
VANDERBURG 1,8163,379864,87556,326,778,129,342,381,8,163.3491,159.5481,163.8076,167515,63515,47226,23839
VERMILLION 1,8165,397688,87435,286,757,128,315,620,5,133.6354,132.5577,133.929,18229,9781,3102,2407
VIGO       1,8167,394666,87391,287,759,128,315,555,12,159.2651,158.8374,159.5907,112385,60462,11533,9502
WABASH     1,8169,408575,85802,253,731,121,324,800,7,142.4723,140.7965,142.7891,36640,17314,8334,2990
WARREN     1,8171,403220,87340,262,748,128,315,620,12,114.5809,111.3635,116.4121,8976,2251,1480,811
WARRICK    1,8173,380510,87322,326,778,129,342,381,10,145.6638,143.7978,145.7578,41474,21318,11420,1935
WASHINGTON 1,8175,385869,86103,323,757,129,307,800,13,131.6842,131.1683,132.5173,21932,8883,1738,1682
WAYNE      1,8177,398391,84945,276,724,125,325,1014,15,155.5448,155.276,155.6332,76058,47236,7315,5588
WELLS      1,8179,407498,85194,271,739,121,329,820,9,134.1844,131.288,134.7673,25401,8957,4637,4259
WHITE      1,8181,407607,86815,276,745,126,181,677,12,133.3525,131.9183,133.9802,23867,9357,3389,2788
WHITLEY    1,8183,411582,85478,255,737,121,329,850,9,132.2655,129.0952,133.749,26215,7694,4821,3071
ADAIR      1,9001,413392,94493,210,748,165,347,1340,18,114.6509,111.7368,116.2646,9509,2310,1198,1105
ADAMS      1,9003,410108,94718,216,748,165,347,1215,12,111.7476,110.8813,112.6462,5731,2177,571,528
ALLAMAKEE  1,9005,432781,91421,170,708,155,347,1237,18,123.7703,121.7461,124.656,15108,4623,2015,1692
APPANOOSE  1,9007,407421,92864,236,757,140,325,1017,18,127.1882,126.7904,127.8146,15511,6558,1154,1052
AUDUBON    1,9009,416877,94923,192,743,169,348,1190,12,118.5482,117.0865,119.1156,8559,3347,1420,707
BENTON     1,9011,420638,92052,195,740,141,327,830,23,125.4367,122.9921,127.6382,23649,5040,2903,1349
BLACK HAWK 1,9013,424938,92358,163,726,155,347,868,18,163.492,162.1343,163.5404,137961,75985,33970,6467
BOONE      1,9015,420290,93900,193,749,150,327,1041,17,137.7465,137.3799,137.9459,26184,13663,2224,2188
BREMER     1,9017,427576,92362,166,717,155,347,1005,16,131.7006,130.4371,132.6987,24820,8444,2863,2335
BUCHANAN   1,9019,424851,91882,176,725,155,347,940,16,130.9453,129.4544,131.7735,22900,7888,3394,1663
BUENA VIST 1,9021,426975,95163,163,736,169,348,1275,18,131.6168,131.0558,132.1485,20774,8814,2155,1280
BUTLER     1,9023,427211,92775,172,735,151,324,1060,16,117.7169,111.4083,123.4129,17668,2258,1986,1784
CALHOUN    1,9025,424010,94627,180,740,169,348,1210,17,117.7832,111.5735,120.4402,13542,2284,2006,1760
CARROLL    1,9027,420309,94873,185,739,169,348,1250,18,132.8824,132.4451,133.4119,22951,9705,1816,1609
CASS       1,9029,413605,94976,202,743,165,347,1195,16,130.4959,130.044,130.7944,16932,8217,1486,1469
CEDAR      1,9031,417546,91113,204,739,141,327,833,17,123.8624,119.6145,125.9096,18635,3988,2825,2185
CERRO GORD 1,9033,431359,93244,151,720,151,324,1148,18,149.2457,148.7958,149.2993,48458,30144,7458,1688
CHEROKEE   1,9035,427453,95600,167,731,169,348,1158,16,129.5614,129.0651,129.9128,16238,7678,1478,1419
CHICKASAW  1,9037,430426,92347,154,711,155,347,1155,12,121.7761,117.553,123.8282,15437,3457,2422,1909
CLARKE     1,9039,410355,93786,224,755,140,325,1102,13,119.3482,118.7267,119.8807,8612,3750,975,561
CLAY       1,9041,431149,95156,147,722,169,348,1325,17,135.2728,135.1742,135.4181,19576,11726,1078,854
CLAYTON    1,9043,428610,91325,194,741,155,347,624,22,121.4616,116.4701,125.1009,21098,3207,2359,2167
CLINTON    1,9045,418751,90317,216,744,141,327,595,19,150.3994,150.0264,150.4799,57122,32828,5650,5027
CRAWFORD   1,9047,420263,95362,189,737,169,348,1401,20,128.7495,128.1758,129.4566,18935,7219,1545,1388
DALLAS     1,9049,417110,94038,195,739,150,327,967,16,132.0897,128.9879,133.6959,29513,7637,4743,2973
DAVIS      1,9051,407634,92414,229,757,146,353,830,16,115.5442,114.7624,116.971,9104,2849,786,558
DECATUR    1,9053,407293,93802,226,750,140,325,1114,18,117.5853,114.0141,118.4554,9794,2705,2094,550
DELAWARE   1,9055,424804,91373,167,716,155,347,983,16,126.5133,125.6843,127.8283,18933,6074,1653,1327
DES MOINES 1,9057,408399,91136,229,754,146,353,703,13,148.516,148.1463,148.6085,46203,28817,6152,2412
DICKINSON  1,9059,433878,95139,142,724,169,348,1402,12,127.3449,126.3549,128.1576,15629,6363,1929,1495
DUBUQUE    1,9061,424965,90747,177,717,155,347,1056,18,159.3642,159.2743,159.437,93745,62321,5007,4862
EMMET      1,9063,433928,94730,150,727,169,348,1302,12,130.147,129.8353,130.2599,13336,8099,1497,810
FAYETTE    1,9065,428133,91860,166,717,155,347,1005,22,131.4681,130.5291,132.2589,25488,8498,2783,1515
FLOYD      1,9067,430735,92754,162,726,151,324,1013,13,131.6496,130.9968,132.1571,19597,8778,2004,1812
FRANKLIN   1,9069,427495,93241,163,724,151,324,1160,18,122.5679,121.768,123.3404,13036,4630,1224,1008
FREMONT    1,9071,407368,95613,238,772,165,347,1014,15,114.2368,109.629,116.2328,9401,1996,1597,1006
GREENE     1,9073,420227,94382,197,742,169,348,1050,16,123.3815,122.4496,123.9266,12119,4854,1458,1060
GRUNDY     1,9075,423782,92762,171,721,150,327,1020,14,120.4983,116.6356,122.7555,14366,3244,2145,1689
GUTHRIE    1,9077,416838,94460,192,743,169,348,1190,17,116.3655,110.4781,118.6574,11983,2117,2031,1237
HAMILTON   1,9079,424063,93745,174,732,150,327,1040,17,130.9988,130.6542,131.3308,17862,8572,1525,1127
HANCOCK    1,9081,430847,93726,154,728,151,324,1234,16,120.5364,116.8343,122.0854,13833,3289,2490,1027
HARDIN     1,9083,424314,93213,171,724,150,327,1168,16,130.5194,128.9083,131.2561,21776,7595,3063,2248
HARRISON   1,9085,416713,95811,206,754,169,348,1052,20,122.7888,119.9223,124.4117,16348,4074,2115,1904
HENRY      1,9087,409960,91539,231,753,146,353,736,13,129.4613,128.3802,130.19,18890,7322,2597,1387
HOWARD     1,9089,433585,92251,153,714,155,347,1320,12,122.2386,121.5987,123.0276,11114,4576,992,979
HUMBOLDT   1,9091,427597,94218,169,734,151,324,1052,14,122.7809,122.2701,123.6387,12246,4794,1072,733
IDA        1,9093,423917,95505,182,748,169,348,1274,12,117.2538,113.4873,118.1129,8908,2608,1775,1230
IOWA       1,9095,416999,92045,206,741,141,327,805,16,119.0044,112.9002,122.1989,15429,2504,2413,1588
JACKSON    1,9097,421415,90561,200,734,141,327,640,18,126.8866,122.4258,128.4579,22503,4846,3274,3063
JASPER     1,9099,416862,93068,208,755,150,327,936,19,140.9518,140.5841,141.3232,36425,17061,2897,2613
JEFFERSON  1,9101,410179,91956,227,756,146,353,754,13,132.181,132.0274,132.3879,16316,9428,1118,815
JOHNSON    1,9103,416752,91550,212,744,141,327,640,22,156.4603,156.2422,156.5321,81717,50508,7285,5024
JONES      1,9105,421368,91177,188,724,141,327,805,16,129.1103,125.6343,129.8523,20401,6053,4590,1271
KEOKUK     1,9107,413306,92177,218,755,146,353,795,17,116.6018,113.3483,119.4329,12921,2583,1526,1214
KOSSUTH    1,9109,431662,94224,160,729,151,324,1230,29,126.8054,126.1861,128.1524,21891,6289,1416,1241
LEE        1,9111,405574,91401,258,773,146,353,527,17,142.2767,137.2451,142.6257,43106,13536,13426,2139
LINN       1,9113,420053,91643,204,739,141,327,818,20,167.8478,167.5033,167.8854,169775,110243,22599,9160
LOUISA     1,9115,412156,91245,222,745,146,353,610,12,119.6188,114.3775,121.515,12055,2774,2466,1462
LUCAS      1,9117,410264,93308,223,746,140,325,960,13,123.1712,122.8396,123.5976,10313,4987,816,710
LYON       1,9119,433893,96181,153,733,169,348,1350,18,117.4224,114.7826,119.9302,12896,2853,1435,1240
MADISON    1,9121,413498,93997,213,746,140,325,1100,17,120.8264,119.7334,121.928,12597,4021,1160,1140
MAHASKA    1,9123,413117,92637,219,751,146,353,833,19,134.5447,134.2377,134.8823,22867,10989,1694,1543
MARION     1,9125,413400,93055,223,758,140,325,915,12,138.111,133.3106,138.3754,29669,10305,9705,2492
MARSHALL   1,9127,420343,92937,188,738,150,327,898,18,142.5817,140.6575,142.8353,41652,17148,9113,2617
MILLS      1,9129,410382,95621,225,763,165,347,1250,15,126.1455,125.6272,126.6693,13406,6050,1244,1086
MITCHELL   1,9131,433411,92796,154,716,151,324,1170,16,121.1373,119.9753,122.1801,12329,4089,1409,968
MONONA     1,9133,420744,95960,199,755,169,348,1050,20,118.2318,116.808,119.6145,11692,3283,1256,880
MONROE     1,9135,410365,92826,229,759,140,325,944,12,122.4605,122.0182,122.7579,9209,4711,1029,587
MONTGOMERY 1,9137,410075,95163,219,761,165,347,1037,12,128.8485,128.319,129.0287,13413,7291,1706,1067
MUSCATINE  1,9139,414595,91069,225,752,141,327,600,15,144.7466,144.4534,144.9686,40436,22309,3394,3021
OBRIEN     1,9141,431133,95673,148,726,169,348,1551,16,125.4708,123.8397,126.6457,16972,5345,2019,1781
OSCEOLA    1,9143,433853,95664,147,722,169,348,1494,11,120.0466,119.3701,120.4689,8371,3921,918,818
PAGE       1,9145,407436,95192,229,757,165,347,1132,16,131.817,127.4273,131.9777,19063,6854,6146,1258
PALO ALTO  1,9147,430823,94687,147,722,169,348,1325,16,119.9359,117.2323,121.6276,12721,3381,1877,1294
PLYMOUTH   1,9149,427563,96187,173,743,169,348,1165,24,131.7512,131.1195,132.4851,24743,8853,1928,1859
POCAHONTAS 1,9151,427399,94700,170,734,169,348,1260,18,116.9596,112.6444,118.5449,11369,2460,1929,1111
POLK       1,9153,416090,93632,194,751,150,327,938,23,168.9591,166.6019,169.7421,303170,103566,58657,26549
POTTAWATTA 1,9155,412819,95786,207,749,165,347,1150,29,157.2912,157.0085,157.3403,86561,53263,10027,3590
POWESHIEK  1,9157,417110,92575,193,740,150,327,910,17,131.7909,131.1439,132.068,19306,8868,1958,1883
RINGGOLD   1,9159,407393,94241,226,747,140,325,1206,18,110.0986,109.2035,111.289,6112,1938,508,488
SAC        1,9161,423809,95099,182,748,169,348,1274,16,120.0333,117.2195,122.0493,14118,3378,1702,1596
SCOTT      1,9163,415515,90573,229,754,141,327,577,14,167.1058,166.5443,167.1523,160022,103153,29003,4495
SHELBY     1,9165,416779,95324,203,749,169,348,1160,17,124.4872,123.8721,125.4842,15043,5357,1146,1114
SIOUX      1,9167,430722,96179,176,746,169,348,1206,23,129.1239,122.5532,131.464,30813,4889,4801,3533
STORY      1,9169,420395,93561,189,736,150,327,1099,16,151.8428,150.0965,152.037,72326,32988,16156,6086
TAMA       1,9171,420624,92546,191,730,150,327,890,21,122.7306,116.7243,125.1261,19533,3264,3085,2080
TAYLOR     1,9173,407468,94691,237,758,165,347,1120,17,113.1242,108.009,114.6227,8353,1784,1596,859
UNION      1,9175,410468,94317,214,746,140,325,1320,13,130.6292,130.4115,130.759,13858,8429,1298,702
VAN BUREN  1,9177,407547,91948,244,757,146,353,625,14,111.5369,105.5842,114.3898,8626,1508,1302,1105
WAPELLO    1,9179,410160,92424,227,756,146,353,754,14,148.5266,148.4823,148.5776,40241,29496,1909,1310
WARREN     1,9181,413898,93587,220,756,140,325,840,17,136.3463,134.0448,137.3355,34878,10843,5386,3896
WASHINGTON 1,9183,413459,91701,225,754,146,353,762,15,130.3764,128.8817,130.9784,20141,7581,3047,1987
WAYNE      1,9185,407360,93324,236,757,140,325,1017,16,113.0453,109.5928,114.8295,8199,1991,1267,910
WEBSTER    1,9187,424794,94186,178,736,150,327,1111,24,148.4794,148.4466,148.5701,45953,29423,1429,1381
WINNEBAGO  1,9189,433480,93689,149,722,151,324,1282,12,124.8468,122.3482,125.3109,13010,4820,2686,1550
WINNESHIEK 1,9191,432887,91833,162,717,155,347,1134,20,132.5201,132.0671,132.9235,21876,9454,1947,1415
WOODBURY   1,9193,424837,96337,180,753,169,348,1103,24,163.2521,163.2339,163.2633,100884,82003,3772,1667
WORTH      1,9195,433689,93252,147,718,151,324,1210,12,116.7096,112.5739,117.8229,9075,2448,1961,891
WRIGHT     1,9197,427239,93757,163,724,151,324,1160,16,124.6201,121.7742,125.7847,16319,4632,2720,1726
ALLEN      2,1,378939,95365,324,800,169,324,954,15,128.5472,127.603,128.9389,15654,6938,2230,1326
ANDERSON   2,3,382474,95265,306,791,167,303,1066,16,117.426,116.9262,118.3245,8749,3310,661,591
ATCHISON   2,5,395564,95181,277,780,166,304,945,9,135.0409,134.7763,135.1886,18397,11407,1867,1173
BARBER     2,7,372055,98564,337,818,181,324,1450,18,116.6052,114.5635,116.8623,6548,2810,1532,486
BARTON     2,9,384075,98752,305,800,182,340,1795,25,140.6964,140.1959,140.8619,31343,16608,3678,2508
BOURBON    2,11,378439,94750,332,812,169,324,845,12,131.7172,131.1845,131.862,15969,8893,2090,1301
BROWN      2,13,398049,95549,262,773,166,304,1029,13,120.9002,118.5409,122.0739,11955,3702,2130,875
BUTLER     2,15,377500,96939,319,800,169,324,1282,31,137.4349,133.5948,138.5811,44782,10510,6968,5394
CHASE      2,17,383431,96570,307,794,167,303,1225,9,104.649,101.3571,105.4093,3309,1125,797,311
CHAUTAUQUA 2,19,371201,96236,338,806,169,324,809,12,111.4033,108.7498,111.7497,5016,1878,955,810
CHEROKEE   2,21,371136,94761,344,793,169,324,898,19,127.4897,122.2068,128.9833,22304,4773,3587,3426
CHEYENNE   2,23,397749,101730,303,772,205,336,3340,8,112.2975,111.0591,112.3403,3678,2204,947,114
CLARK      2,25,372560,99852,331,809,209,347,1970,6,105.9607,102.738,106.0378,2599,1238,908,197
CLAY       2,27,393662,97143,285,796,181,341,1211,19,123.0697,122.7263,123.3092,9802,4948,971,501
CLOUD      2,29,395285,97635,264,779,181,341,1470,19,127.6908,127.4126,127.8922,12494,6847,1055,855
COFFEY     2,31,382332,95729,306,791,167,303,1090,15,116.8678,115.0233,118.1942,9370,2901,1205,1000
COMANCHE   2,33,372348,99363,332,813,181,324,2083,4,106.9087,104.0833,106.9411,2554,1359,928,156
COWLEY     2,35,371701,96992,339,808,169,324,1135,27,140.6751,136.8836,140.8857,36824,13201,10736,2290
CRAWFORD   2,37,374442,94739,344,793,169,324,920,13,142.4452,141.9614,142.8477,37916,18770,3654,3330
DECATUR    2,39,397965,100466,282,779,205,336,2620,25,112.8646,112.7088,113.0159,4509,2471,268,248
DICKINSON  2,41,388665,97141,291,787,182,340,1150,26,128.5293,126.8212,129.3885,20175,6572,2930,1719
DONIPHAN   2,43,397880,95085,262,782,166,304,990,9,120.9506,117.5614,121.2245,9268,3459,1944,1843
DOUGLAS    2,45,389440,95244,303,791,167,303,1000,10,156.9547,156.8656,156.9776,67640,52738,4471,3821
EDWARDS    2,47,379175,99355,318,801,181,324,2050,11,111.1007,110.182,111.3978,4271,2074,688,333
ELK        2,49,374307,96259,331,801,169,324,1100,10,105.5699,101.8364,106.6536,3918,1163,813,506
ELLIS      2,51,388803,99329,278,786,182,340,2000,11,140.3326,139.9267,140.4119,26098,16301,3336,2062
ELLSWORTH  2,53,387165,98282,297,805,182,340,1530,20,114.8694,112.6737,115.4158,6640,2465,1097,979
FINNEY     2,55,379801,100817,306,792,209,347,2882,8,141.7632,141.5608,141.7727,23825,18256,2724,1436
FORD       2,57,377434,99972,308,792,209,347,2582,15,141.4081,141.3579,141.4589,24315,18001,1172,943
FRANKLIN   2,59,385991,95260,305,788,167,303,915,17,134.6264,134.2731,134.8925,22062,11016,2219,1080
GEARY      2,61,390449,96836,287,791,167,303,1085,9,143.2222,142.3669,143.2539,29852,19305,6625,1740
GOVE       2,63,390381,100409,275,773,206,340,2664,9,106.9862,104.5121,107.7147,3726,1400,678,585
GRAHAM     2,65,393520,99863,282,786,205,336,2196,13,111.348,111.0656,111.5829,3995,2205,317,306
GRANT      2,67,375781,101343,328,793,209,347,2916,3,125.236,125.0978,125.236,6977,5832,609,536
GRAY       2,69,377178,100416,312,792,209,347,2625,7,112.2911,109.1961,112.9467,5138,1937,1287,595
GREELEY    2,71,384848,101763,294,774,206,340,3300,3,105.0784,104.7675,105.0784,1845,1425,235,185
GREENWOOD  2,73,378682,96221,320,795,169,324,1044,16,118.8834,117.4189,119.4025,8764,3425,1431,770
HAMILTON   2,75,379827,101763,312,794,209,347,3080,8,109.2227,109.1364,109.2634,2514,1929,182,108
HARPER     2,77,372063,98047,333,815,181,324,1340,8,117.4972,113.7775,118.0478,7778,2661,1823,1206
HARVEY     2,79,380453,97387,310,802,181,324,1447,17,140.4015,139.9541,140.6224,30531,16332,3618,1994
HASKELL    2,81,374983,100895,328,793,209,347,2916,3,112.1379,107.4903,112.1379,3814,1721,1541,552
HODGEMAN   2,83,380873,99865,316,799,209,347,2270,9,102.4964,101.0066,102.7196,2269,1098,500,163
JACKSON    2,85,394281,95752,277,780,166,304,1085,16,118.7418,116.1287,120.0625,11644,3132,1711,1164
JEFFERSON  2,87,392349,95386,287,782,166,304,928,12,117.6242,111.2541,122.0815,15207,2234,1981,1776
JEWELL     2,89,397810,98206,262,788,181,341,1540,25,106.5847,104.1574,107.7566,5241,1366,723,473
JOHNSON    2,91,389733,94693,292,777,167,303,1055,29,165.3011,163.1953,166.4076,270269,81784,37258,29653
KEARNY     2,93,379698,101247,312,794,209,347,3080,7,111.0664,110.2098,111.1481,3435,2078,713,190
KINGMAN    2,95,375950,98128,328,806,181,324,1570,24,118.3215,117.9888,118.8575,8960,3563,647,425
KIOWA      2,97,375940,99272,318,801,181,324,2230,5,110.4775,108.8035,111.003,4046,1885,770,579
LABETTE    2,99,372602,95256,346,809,169,324,908,19,136.8868,136.5486,137.1507,25682,12898,2218,1751
LANE       2,101,384996,100474,308,782,206,340,2971,8,106.597,106.2297,106.7121,2472,1577,333,138
LEAVENWORT 2,103,392804,94945,287,782,166,304,880,11,150.6895,150.3858,150.8165,54809,33656,6031,3514
LINCOLN    2,105,390432,98183,294,807,182,340,1400,20,103.9678,101.3314,105.0942,4145,1123,549,505
LINN       2,107,382147,94814,306,791,167,303,817,11,113.9033,109.2184,115.6629,8234,1940,1491,1104
LOGAN      2,109,390750,100961,302,777,206,340,3050,11,113.4019,113.208,113.4257,3478,2558,380,184
LYON       2,111,384130,96171,298,785,167,303,1209,12,146.3069,146.2611,146.3796,35108,25287,1591,1244
MCPHERSON  2,113,383803,97647,304,805,182,340,1495,27,135.8809,135.2074,136.2069,26855,11753,3155,1888
MARION     2,115,383295,97111,304,805,182,340,1369,27,118.6847,114.078,120.1019,13522,2717,1951,1671
MARSHALL   2,117,398026,96556,264,778,166,304,1150,26,120.0448,118.4156,121.123,12787,3670,1389,1218
MEADE      2,119,372881,100367,331,809,209,347,2766,9,113.0186,110.0703,113.1354,4788,2058,1228,794
MIAMI      2,121,385562,94867,305,788,167,303,880,17,126.9041,121.5387,128.4616,21618,4557,4459,1744
MITCHELL   2,123,394448,98185,278,786,181,341,1392,21,121.2414,120.9243,121.4608,8117,4367,706,599
MONTGOMERY 2,125,371285,95680,339,802,169,324,780,16,141.9256,138.9036,142.3544,42281,15185,10598,2769
MORRIS     2,127,386927,96588,287,784,167,303,1320,12,113.2287,112.1735,114.2875,6419,2381,707,627
MORTON     2,129,370641,101839,319,788,209,347,3172,6,112.6657,112.1553,112.6867,3454,2378,561,316
NEMAHA     2,131,398197,95978,264,778,166,304,1266,22,117.1353,112.2219,118.4138,11211,2389,2282,603
NEOSHO     2,133,376296,95391,315,797,169,324,979,13,133.8927,133.5893,134.1066,18967,10506,1821,1194
